vote_type,address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt
Zweitstimme,10B5E,10,Marzahn-Hellersdorf,5E,B,5E,5,85,O,0,0,0,0,457,457,457,0,78,216,34,53,32,12,4,13,1,0,0,4,0,1,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
Zweitstimme,10B5F,10,Marzahn-Hellersdorf,5F,B,5F,5,85,O,0,0,0,0,403,403,401,2,70,168,36,47,28,20,6,9,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3
Zweitstimme,10B5G,10,Marzahn-Hellersdorf,5G,B,5G,5,85,O,0,0,0,0,504,504,503,1,115,167,38,66,29,29,6,21,0,0,0,2,0,3,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,2,6,0,1,6,1,5
Zweitstimme,10B5H,10,Marzahn-Hellersdorf,5H,B,5H,5,85,O,0,0,0,0,355,355,355,0,73,122,47,44,35,11,2,9,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2
Zweitstimme,10B5J,10,Marzahn-Hellersdorf,5J,B,5J,5,85,O,0,0,0,0,396,396,393,3,55,154,32,55,40,16,7,15,1,1,0,4,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4
Zweitstimme,10B5K,10,Marzahn-Hellersdorf,5K,B,5K,5,85,O,0,0,0,0,406,406,402,4,75,149,38,63,36,19,4,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Zweitstimme,10B5L,10,Marzahn-Hellersdorf,5L,B,5L,5,85,O,0,0,0,0,387,387,385,2,80,140,35,53,40,9,4,5,1,3,1,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4
Zweitstimme,10B5M,10,Marzahn-Hellersdorf,5M,B,5M,5,85,O,0,0,0,0,318,318,317,1,78,121,19,40,32,8,5,6,0,0,0,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zweitstimme,10B5N,10,Marzahn-Hellersdorf,5N,B,5N,5,85,O,0,0,0,0,401,401,400,1,69,159,47,48,30,18,7,8,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,1,0,2,0
Zweitstimme,10B5P,10,Marzahn-Hellersdorf,5P,B,5P,5,85,O,0,0,0,0,423,423,418,5,77,146,42,72,37,18,6,6,0,0,0,1,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1
Zweitstimme,10B5Q,10,Marzahn-Hellersdorf,5Q,B,5Q,5,85,O,0,0,0,0,392,392,391,1,58,175,18,46,57,12,3,8,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,2
Zweitstimme,10B5R,10,Marzahn-Hellersdorf,5R,B,5R,5,85,O,0,0,0,0,393,393,392,1,64,175,43,24,42,20,2,7,2,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Zweitstimme,10B5S,10,Marzahn-Hellersdorf,5S,B,5S,5,85,O,0,0,0,0,398,398,397,1,54,176,30,43,37,26,1,9,1,4,0,2,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,2,0,2,0
Zweitstimme,10B5T,10,Marzahn-Hellersdorf,5T,B,5T,5,85,O,0,0,0,0,410,410,409,1,70,167,28,54,55,7,3,6,1,6,0,2,0,1,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
Zweitstimme,10B5V,10,Marzahn-Hellersdorf,5V,B,5V,5,85,O,0,0,0,0,350,350,348,2,55,171,19,22,46,12,4,5,0,2,0,0,0,2,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2
Zweitstimme,10B5W,10,Marzahn-Hellersdorf,5W,B,5W,5,85,O,0,0,0,0,466,466,461,5,75,200,39,52,55,22,1,5,0,3,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
Zweitstimme,10B5X,10,Marzahn-Hellersdorf,5X,B,5X,5,85,O,0,0,0,0,412,412,412,0,56,204,28,52,33,15,2,8,0,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
Zweitstimme,10B5Y,10,Marzahn-Hellersdorf,5Y,B,5Y,5,85,O,0,0,0,0,366,366,365,1,74,152,28,35,33,16,5,6,0,3,1,2,0,2,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
Zweitstimme,10B5ZA,10,Marzahn-Hellersdorf,5ZA,B,5ZA,5,85,O,0,0,0,0,453,453,452,1,73,176,41,66,28,22,13,10,1,5,1,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,2,1,0,1,2,0,3
Zweitstimme,10B5ZB,10,Marzahn-Hellersdorf,5ZB,B,5ZB,5,85,O,0,0,0,0,364,364,363,1,43,165,27,46,40,20,5,10,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Zweitstimme,10B5ZC,10,Marzahn-Hellersdorf,5ZC,B,5ZC,5,85,O,0,0,0,0,363,363,363,0,57,154,30,41,41,14,1,11,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3
Zweitstimme,10B5ZD,10,Marzahn-Hellersdorf,5ZD,B,5ZD,5,85,O,0,0,0,0,362,362,359,2,48,145,36,46,41,16,3,13,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0
Zweitstimme,10B5ZE,10,Marzahn-Hellersdorf,5ZE,B,5ZE,5,85,O,0,0,0,0,400,400,399,1,55,189,27,51,33,18,2,9,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2
Zweitstimme,10B5ZF,10,Marzahn-Hellersdorf,5ZF,B,5ZF,5,85,O,0,0,0,0,387,387,386,1,66,152,26,58,47,11,3,8,2,0,1,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
Zweitstimme,10B5ZG,10,Marzahn-Hellersdorf,5ZG,B,5ZG,5,85,O,0,0,0,0,413,413,411,2,59,202,27,42,30,25,3,6,0,4,2,2,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
Zweitstimme,10B5ZH,10,Marzahn-Hellersdorf,5ZH,B,5ZH,5,85,O,0,0,0,0,445,445,443,2,65,175,52,59,29,15,5,16,0,4,1,2,0,2,0,1,0,0,0,6,1,0,0,3,0,0,1,0,0,1,0,0,3,1,0,1
Zweitstimme,10W601,10,Marzahn-Hellersdorf,601,W,6A,6,85,O,1282,1070,212,0,354,2,351,3,51,68,15,49,108,3,9,20,5,1,2,8,1,1,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0
Zweitstimme,10W602,10,Marzahn-Hellersdorf,602,W,6A,6,85,O,1299,1039,260,0,398,0,392,6,63,103,11,53,110,12,6,12,0,3,5,2,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,0,2,0,1,1
Zweitstimme,10W603,10,Marzahn-Hellersdorf,603,W,6B,6,85,O,1249,1042,207,0,337,2,329,8,43,88,15,36,94,8,1,18,3,3,1,1,0,1,0,0,0,0,0,3,2,0,0,4,0,0,1,0,0,1,0,0,0,1,2,3
Zweitstimme,10W604,10,Marzahn-Hellersdorf,604,W,6B,6,85,O,1351,1024,327,0,415,4,401,11,58,128,22,45,96,12,3,13,2,6,2,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,3,0,1,0,1,0
Zweitstimme,10W605,10,Marzahn-Hellersdorf,605,W,6C,6,85,O,1383,1037,346,0,455,3,450,5,53,143,19,53,114,9,3,20,4,4,1,2,0,3,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,3,1,0,2,1,1,5
Zweitstimme,10W606,10,Marzahn-Hellersdorf,606,W,6C,6,85,O,1232,993,239,0,364,1,355,9,36,104,18,54,103,3,5,10,2,0,1,4,0,4,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,2,1,0,1,1,0,0
Zweitstimme,10W607,10,Marzahn-Hellersdorf,607,W,6D,6,85,O,1243,923,320,0,420,3,416,4,64,144,16,61,79,9,5,13,3,3,1,1,0,2,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,1,1,0,1,1,1,1
Zweitstimme,10W608,10,Marzahn-Hellersdorf,608,W,6D,6,85,O,1271,934,337,0,341,1,334,7,49,99,12,50,74,9,7,10,2,3,3,2,0,3,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,3,0,1,0
Zweitstimme,10W609,10,Marzahn-Hellersdorf,609,W,6E,6,85,O,1235,1033,202,0,428,0,424,4,66,137,17,60,104,10,2,13,2,2,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1
Zweitstimme,10W610,10,Marzahn-Hellersdorf,610,W,6E,6,85,O,1124,908,216,0,355,4,350,5,38,105,13,47,96,4,8,20,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,2
Zweitstimme,10W611,10,Marzahn-Hellersdorf,611,W,6F,6,85,O,1115,854,261,0,388,0,380,6,44,98,9,63,106,13,5,15,3,6,2,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,1,3,3
Zweitstimme,10W612,10,Marzahn-Hellersdorf,612,W,6F,6,85,O,896,644,252,0,253,0,251,2,44,48,8,53,64,11,2,10,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1
Zweitstimme,10W613,10,Marzahn-Hellersdorf,613,W,6G,6,85,O,1250,930,320,0,392,1,387,5,55,115,15,54,91,5,5,14,3,4,3,1,0,1,3,1,0,0,1,3,1,0,0,4,0,0,0,1,0,2,1,0,1,0,0,3
Zweitstimme,10W614,10,Marzahn-Hellersdorf,614,W,6G,6,85,O,1257,931,326,0,323,3,319,3,55,82,14,46,78,6,6,10,1,2,3,5,0,2,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0
Zweitstimme,10W615,10,Marzahn-Hellersdorf,615,W,6H,6,85,O,1229,884,345,0,483,4,481,2,83,136,23,82,109,9,4,14,2,7,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,2,1,0,1
Zweitstimme,10W616,10,Marzahn-Hellersdorf,616,W,6J,6,85,O,1105,761,344,0,497,7,495,2,76,166,35,69,79,21,5,21,0,1,0,3,0,0,1,1,0,0,0,2,3,0,0,5,0,0,0,0,0,0,1,0,0,1,1,4
Zweitstimme,10W617,10,Marzahn-Hellersdorf,617,W,6K,6,85,O,1119,693,426,0,455,3,452,2,65,170,28,58,75,19,3,9,1,4,0,0,0,0,1,0,0,1,0,7,1,0,0,2,0,0,0,0,0,2,0,0,0,1,1,4
Zweitstimme,10W618,10,Marzahn-Hellersdorf,618,W,6K,6,85,O,1110,831,279,0,375,2,366,8,52,94,17,51,94,12,5,17,1,2,1,2,0,0,3,0,0,0,0,4,1,0,0,4,0,0,0,1,0,2,0,0,2,0,1,0
Zweitstimme,10W619,10,Marzahn-Hellersdorf,619,W,6L,6,85,O,1086,708,378,0,406,5,402,4,63,152,24,40,67,16,5,12,1,1,2,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,2,0,0,2,1,0,0,1,2,3
Zweitstimme,10W620,10,Marzahn-Hellersdorf,620,W,6M,6,85,O,1108,624,484,0,438,3,437,1,69,156,26,48,88,12,6,17,1,2,0,2,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0
Zweitstimme,10W621,10,Marzahn-Hellersdorf,621,W,6N,6,85,O,1143,947,196,0,398,1,389,9,61,107,8,44,122,5,5,15,0,7,4,1,0,1,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
Zweitstimme,10W622,10,Marzahn-Hellersdorf,622,W,6N,6,85,O,1170,961,209,0,319,0,315,4,39,73,9,34,114,11,4,12,1,2,2,1,0,0,0,0,0,0,0,3,1,0,0,4,0,0,1,0,0,0,0,0,4,0,0,0
Zweitstimme,10W623,10,Marzahn-Hellersdorf,623,W,6P,6,85,O,1191,940,251,0,314,0,312,2,46,83,15,31,103,5,1,13,0,3,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2
Zweitstimme,10W624,10,Marzahn-Hellersdorf,624,W,6P,6,85,O,998,814,184,0,209,0,206,3,23,51,10,36,63,3,3,8,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
Zweitstimme,10W625,10,Marzahn-Hellersdorf,625,W,6Q,6,85,O,1150,980,170,0,309,0,303,6,41,77,20,26,89,11,8,14,0,0,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Zweitstimme,10W626,10,Marzahn-Hellersdorf,626,W,6Q,6,85,O,1241,996,245,0,432,2,429,3,50,116,21,49,125,14,9,16,2,1,1,5,0,0,0,0,0,0,0,6,1,0,0,3,0,0,0,2,0,1,0,0,4,0,0,3
Zweitstimme,10B6A,10,Marzahn-Hellersdorf,6A,B,6A,6,85,O,0,0,0,0,441,441,431,9,73,116,20,66,101,8,3,19,2,4,0,2,1,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,3,2,0,2
Zweitstimme,10B6B,10,Marzahn-Hellersdorf,6B,B,6B,6,85,O,0,0,0,0,473,473,469,3,75,184,18,79,59,4,3,14,1,7,2,4,0,2,0,0,0,0,1,7,1,0,0,3,0,0,2,1,0,0,0,0,2,0,0,0
Zweitstimme,10B6C,10,Marzahn-Hellersdorf,6C,B,6C,6,85,O,0,0,0,0,518,518,512,5,82,173,31,85,62,16,9,26,1,5,1,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,7,1,0,2,2,1,0
Zweitstimme,10B6D,10,Marzahn-Hellersdorf,6D,B,6D,6,85,O,0,0,0,0,588,588,580,8,92,236,20,101,59,20,3,22,0,2,1,0,0,1,0,0,0,0,1,6,3,0,0,2,0,0,0,0,0,1,2,0,4,2,0,2
Zweitstimme,10B6E,10,Marzahn-Hellersdorf,6E,B,6E,6,85,O,0,0,0,0,366,366,365,1,62,133,15,59,43,6,6,10,2,1,0,2,0,0,1,0,0,1,0,3,1,0,0,8,0,0,1,0,0,3,1,0,5,0,0,2
Zweitstimme,10B6F,10,Marzahn-Hellersdorf,6F,B,6F,6,85,O,0,0,0,0,451,451,446,4,72,145,31,77,62,8,3,15,2,5,2,4,0,1,0,0,0,0,1,7,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,4
Zweitstimme,10B6G,10,Marzahn-Hellersdorf,6G,B,6G,6,85,O,0,0,0,0,590,590,584,5,103,202,27,109,59,17,6,24,4,7,1,6,0,5,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,4,1,1,1
Zweitstimme,10B6H,10,Marzahn-Hellersdorf,6H,B,6H,6,85,O,0,0,0,0,313,313,312,1,68,110,12,41,39,9,5,8,1,1,0,2,0,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,1,0,0,2,1,0,3
Zweitstimme,10B6J,10,Marzahn-Hellersdorf,6J,B,6J,6,85,O,0,0,0,0,305,305,303,2,49,97,25,59,30,17,6,6,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2
Zweitstimme,10B6K,10,Marzahn-Hellersdorf,6K,B,6K,6,85,O,0,0,0,0,652,652,645,7,83,254,64,81,81,19,7,15,2,2,0,5,1,3,0,0,0,0,0,10,2,0,0,1,0,0,2,0,0,5,2,0,2,0,0,4
Zweitstimme,10B6L,10,Marzahn-Hellersdorf,6L,B,6L,6,85,O,0,0,0,0,341,341,339,2,68,148,26,39,28,14,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1
Zweitstimme,10B6M,10,Marzahn-Hellersdorf,6M,B,6M,6,85,O,0,0,0,0,437,437,437,0,91,162,30,73,37,12,1,10,1,2,0,2,0,2,1,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
Zweitstimme,10B6N,10,Marzahn-Hellersdorf,6N,B,6N,6,85,O,0,0,0,0,352,352,349,2,53,103,15,53,69,7,7,9,2,2,1,4,0,2,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,1,0,3,5,2,1
Zweitstimme,10B6P,10,Marzahn-Hellersdorf,6P,B,6P,6,85,O,0,0,0,0,385,385,381,3,77,127,14,52,56,5,7,18,2,4,3,2,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,2,1,0,2
Zweitstimme,10B6Q,10,Marzahn-Hellersdorf,6Q,B,6Q,6,85,O,0,0,0,0,359,359,356,3,45,138,24,50,46,3,8,14,0,1,1,8,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,1,0,1,0,0,4,2,3,0
Zweitstimme,11W101,11,Lichtenberg,101,W,1A,1,86,O,1027,726,301,0,346,4,342,4,45,118,11,31,88,3,4,22,0,2,3,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2
Zweitstimme,11W102,11,Lichtenberg,102,W,1A,1,86,O,1110,766,344,0,487,4,484,3,55,209,29,45,97,17,3,14,1,4,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0
Zweitstimme,11W103,11,Lichtenberg,103,W,1C,1,86,O,1464,1006,458,0,550,9,545,5,56,226,34,50,115,20,5,13,2,2,0,3,0,0,0,0,0,0,1,2,0,0,0,3,0,0,2,0,0,1,2,0,1,3,2,2
Zweitstimme,11W104,11,Lichtenberg,104,W,1B,1,86,O,993,839,154,0,381,0,375,5,56,148,15,35,87,7,3,6,1,3,1,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1
Zweitstimme,11W105,11,Lichtenberg,105,W,1B,1,86,O,833,538,295,0,369,2,365,4,45,145,20,46,70,16,4,5,1,4,0,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Zweitstimme,11W106,11,Lichtenberg,106,W,1D,1,86,O,1000,772,228,0,348,1,341,7,42,97,10,53,92,11,2,16,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,2,0,2,1
Zweitstimme,11W107,11,Lichtenberg,107,W,1E,1,86,O,942,817,125,0,271,1,269,2,38,78,12,20,86,3,7,14,2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
Zweitstimme,11W108,11,Lichtenberg,108,W,1E,1,86,O,985,810,175,0,187,0,187,0,24,58,3,22,59,4,2,3,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
Zweitstimme,11W109,11,Lichtenberg,109,W,1D,1,86,O,1087,743,344,0,317,5,316,1,42,102,8,45,83,5,4,8,0,5,0,0,0,1,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,2,1,1,0
Zweitstimme,11W110,11,Lichtenberg,110,W,1I,1,86,O,922,774,148,0,252,0,249,2,30,61,10,37,67,7,3,11,2,1,2,4,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,3,1,1,1
Zweitstimme,11W111,11,Lichtenberg,111,W,1F,1,86,O,1106,795,311,0,322,0,321,1,41,117,17,36,70,5,3,11,1,4,0,3,0,1,0,0,0,0,0,1,1,0,0,4,0,0,2,0,0,0,0,0,1,2,0,1
Zweitstimme,11W112,11,Lichtenberg,112,W,1F,1,86,O,893,678,215,0,300,2,294,5,51,84,8,42,68,3,2,16,2,3,0,1,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,1
Zweitstimme,11W113,11,Lichtenberg,113,W,1I,1,86,O,969,778,191,0,328,0,323,5,36,95,13,47,94,6,2,8,1,2,1,1,0,2,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,2,1,2
Zweitstimme,11W114,11,Lichtenberg,114,W,1K,1,86,O,648,518,130,0,163,1,161,2,10,52,8,24,55,2,0,5,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zweitstimme,11W115,11,Lichtenberg,115,W,1K,1,86,O,676,465,211,0,217,0,216,1,21,87,7,30,53,3,0,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Zweitstimme,11W116,11,Lichtenberg,116,W,1L,1,86,O,861,673,188,0,334,0,329,5,61,115,7,49,71,0,2,8,0,0,1,1,1,1,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,2,1,0,0,0,1,1
Zweitstimme,11W117,11,Lichtenberg,117,W,1G,1,86,O,858,650,208,0,295,0,290,4,54,102,9,28,55,7,1,9,0,3,1,2,0,3,0,0,0,0,0,3,2,0,0,6,0,0,0,0,0,3,1,0,1,0,0,0
Zweitstimme,11W118,11,Lichtenberg,118,W,1H,1,86,O,923,696,227,0,325,0,322,2,46,109,10,42,72,6,2,16,1,3,0,2,0,1,1,1,0,0,0,0,1,0,0,2,0,0,3,0,0,2,0,0,1,1,0,0
Zweitstimme,11W119,11,Lichtenberg,119,W,1H,1,86,O,929,761,168,0,288,0,280,8,38,72,11,54,76,9,1,4,1,4,1,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
Zweitstimme,11W120,11,Lichtenberg,120,W,1L,1,86,O,824,657,167,0,224,0,222,2,29,72,11,20,68,1,4,6,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Zweitstimme,11W121,11,Lichtenberg,121,W,1Q,1,86,O,780,640,140,0,267,4,263,4,34,89,7,33,71,6,2,10,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0
Zweitstimme,11W122,11,Lichtenberg,122,W,1R,1,86,O,924,767,157,0,237,0,228,5,26,62,9,40,55,1,3,10,3,0,1,3,0,1,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,1,0,0,2,0,0,2
Zweitstimme,11W123,11,Lichtenberg,123,W,1R,1,86,O,910,754,156,0,264,0,259,5,26,64,10,43,75,4,5,15,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,4,1,2,0
Zweitstimme,11W124,11,Lichtenberg,124,W,1C,1,86,O,1097,886,211,0,428,3,424,4,45,125,20,59,110,13,6,21,5,2,0,1,0,1,0,0,0,1,1,5,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,1
Zweitstimme,11W125,11,Lichtenberg,125,W,1G,1,86,O,1023,860,163,0,250,1,246,4,20,72,5,41,83,3,5,5,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0
Zweitstimme,11W126,11,Lichtenberg,126,W,1N,1,86,O,863,582,281,0,259,0,258,1,41,82,8,25,79,8,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
Zweitstimme,11W127,11,Lichtenberg,127,W,1P,1,86,O,943,719,224,0,352,2,347,5,52,135,6,46,69,4,5,13,2,0,0,2,1,3,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,1
Zweitstimme,11W128,11,Lichtenberg,128,W,1Q,1,86,O,844,711,133,0,203,0,199,3,23,55,5,26,67,6,1,5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1
Zweitstimme,11W129,11,Lichtenberg,129,W,1S,1,86,O,1000,814,186,0,249,0,248,1,43,74,9,31,69,3,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,1
Zweitstimme,11W130,11,Lichtenberg,130,W,1T,1,86,O,881,742,139,0,287,0,285,2,30,77,5,36,83,11,3,9,2,3,2,2,0,1,0,0,0,0,0,2,2,0,0,3,0,0,1,3,0,5,0,0,3,2,0,0
Zweitstimme,11W131,11,Lichtenberg,131,W,1M,1,86,O,766,610,156,0,272,1,269,3,36,70,14,40,66,10,7,13,2,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0
Zweitstimme,11W132,11,Lichtenberg,132,W,1M,1,86,O,939,676,263,0,314,0,307,6,49,116,6,43,64,9,1,5,0,1,1,1,0,2,0,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,1,0,0,0,0,1
Zweitstimme,11W133,11,Lichtenberg,133,W,1N,1,86,O,841,581,260,0,323,0,320,3,49,104,18,61,59,2,4,8,1,1,1,1,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,1,0,1,0,1,0
Zweitstimme,11W134,11,Lichtenberg,134,W,1S,1,86,O,769,645,124,0,250,1,247,3,24,67,5,30,79,8,4,12,2,3,1,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1
Zweitstimme,11W135,11,Lichtenberg,135,W,1P,1,86,O,1176,934,242,0,390,2,389,1,49,126,16,47,94,15,3,15,1,0,3,4,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,1,0,2,2,0,1,1,0,3
Zweitstimme,11W136,11,Lichtenberg,136,W,1T,1,86,O,803,666,137,0,293,1,292,1,38,101,6,43,79,5,4,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zweitstimme,11B1A,11,Lichtenberg,1A,B,1A,1,86,O,0,0,0,0,587,587,584,3,81,286,29,71,69,6,8,13,3,1,2,0,0,0,0,1,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,0,1,1,0,4
Zweitstimme,11B1B,11,Lichtenberg,1B,B,1B,1,86,O,0,0,0,0,400,400,397,2,66,177,18,55,49,5,4,9,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,2
